;link;hasil;sentiment
349;https://www.instagram.com/p/CWS1ZQUD1mg/;never forget     rest  world   wear  like  armor    never  used  hurt  tyrion lanister camera nthank  hirasidi deciduous tree deciduous tree palm tree herb seedling leaf fluttering  wind red heart;0
350;https://www.instagram.com/p/CWSxXcwD92-/; jaga kelestarian  ;0
351;https://www.instagram.com/p/CVoCez5hsqR/;dekatlah  alam   tersadar  mengajarkan   kesederhanaan kejujuran  tanggung  nfotone pranata;0
352;https://www.instagram.com/p/CWSC4j_DIEe/;camera fardani round pushpin      jawa ;1
354;https://www.instagram.com/p/CWQIc5sj3bn/;menyusuri  amazon  wonoayu;2
355;https://www.instagram.com/p/CWPZUmJjBHJ/;leaf fluttering  wind  iki sopo fan  sae ngeri asli  dukur banget  wkw keep smile heart exclamation;2
356;https://www.instagram.com/p/CWJ90o0DNWg/;fallen leaf ;1
357;https://www.instagram.com/p/CWJ9GeCjDHT/;silakan  edit evergreen tree;2
358;https://www.instagram.com/p/CWJ8PWxjjVe/;;1
359;https://www.instagram.com/p/CWI-0Y4j8xd/;   calling angkat   angkat  nhari minggu  rehat   rutinitas kesibukan berlibur      pilihan  liburan   nyuk berangkat  admin tunggu  jam seedling sparkles;2
360;https://www.instagram.com/p/CWHvI5Sh4HP/;jumat juni ntim rescue posko  relawan  patroli  segair sepeda siaga air   lokasi wisata bahari sontoh laut asem rowo ;0
363;https://www.instagram.com/p/CWFIPLYjogS/; orang  pandai  berilmu     menghargai  menjaga lisan  tulisannya  rasulullah  mengajarkan        diam    berlaku  lisan     jari jemari   mengetik     sadar  sadar ketikan   orang  tersinggung  sakit hati ndan gue  coba      namjoon rm bts    respect  even open  mouth njadi please         jaga lisan  jari   berpikir ulang    membercandai  nplease respect   folded hands dm heart exclamation   travling;0
364;https://www.instagram.com/p/CWE5HzOBNEt/; memilih senyum  menemani prosesku   sedih  ceria nsaat       noke sip smiling face  sunglasses camera smiling face  sunglasses;2
365;https://www.instagram.com/p/CWE4--tv4wE/;alam  sunguh indah gae cemilan;0
366;https://www.instagram.com/p/CWDxYeXBjmW/;winking face  tongue ntoo much expecting  memakai  disappointed sok  expect anything ncukup dilakoni disyukuri smiling face  smiling eyes folded hands jalan jalan  deh;2
367;https://www.instagram.com/p/CV_8-Xyp6xa/;kegiatan tanggal juni menanam pohon  sdn  menanggal   mengurangi pencemaran udara  banjir semangat  abdullah;0
369;https://www.instagram.com/p/CV-PDyaBAm6/;right arrow taman bungkul  nyaman  udara  sejuk   pepohonan  tumbuh   enaknya   rekreasi     bayar apapun alias gratis ditambah   fasilitas internet gratis amfiteater berukuran diameter meter  dilengkapi  jalur  penyandang cacat intinya taman   ramah      muda  orang tua  normal  penyandang disabilitas nlokasi jl taman bungkul darmo wonokromo kota  nsungguhsurabaya;0
370;https://www.instagram.com/p/CV9hRuOJzht/;right arrow monumen kapal selam   berfungsi  museum  dalah salah  armada angkatan laut ri buatan uni soviet   kapal selam  bernama kiri pasopati   andalan  perang  pembebasan irian barat  belanda   kapal  dipensiunkan   museum  traveler   ruangan kapal  ruang luncur torpedo nlokasi jl pemuda  embong kaliasin genteng kota ;0
371;https://www.instagram.com/p/CV7jTK_Jd5J/;right arrow masjid cheng hoo keunikan  masjid  terletak  desain bangunannya  menyerupai kelenteng  ibadah masyarakat tionghoa pembangunan masjid  bertujuan  mengenang laksamana muslim  china bernama cheng hoo     menyebarkan agama islam   right arrow ukurannya      menampung jamaah  keunikan arsitektur bangunannya  menarik traveler  mengunjunginya     wisatawan  traveling     memasukkan masjid cheng hoo   salah  tujuan berlibur  nlokasi jl gading  ketabang genteng kota ;2
372;https://www.instagram.com/p/CVxptj3PhfS/;bangga  sungguh  herb right arrow sungguh   disekitar   info indahnya ;0
373;https://www.instagram.com/p/CVwTZWTPEyA/;nwihii   menonton tv   rek   masuk tvri loh television camera  flash ntapi admin   senang  kalo        liburan  menikmati indahnya pemandangan alam       liburan   covid aman tenang    nerapin protokol kesehatan  pastikan    memakai masker mencuci tangan jaga jarak  pastikan tubuh  sehat  berwisata lollipop cherry blossom sparkles;0
375;https://www.instagram.com/p/CVrcds5v0Ww/;men  taste grinning face  smiling eyes keren melompat   clapping hands clapping hands keren parah haha;2
376;https://www.instagram.com/p/CVqffXVBW2G/;  cinematic vlog nfull version check  bio nmusic show   npartner davz  cerita petualangan fiksi teh ceceh bora ngewryy fire clapping hands mantaappp fire;0
377;https://www.instagram.com/p/CVqeiZGh0K0/;round pushpin wisata    deciduous tree water wave camera;1
378;https://www.instagram.com/p/CVqeBQUhTfC/;wandering  heavy rain cloud  snow nnah  sunny afternoon   ;2
379;https://www.instagram.com/p/CVqdcsqBmGS/;stay away   bad approach  good damai  surga kawan red heart;2
380;https://www.instagram.com/p/CVqdJcdBlm-/;   suntuk  pengin nenangin pikiran admin menyarankan      deh nbuat  pengin tau alasannya   main kesini admin  jawabannya  slide  herb sparkles mancing enak min tutup min  perahu   min  jalan  pp;0
381;https://www.instagram.com/p/CVqc7wDB6IC/;  senin   sing semangat rek gae sing kerja  sekolah dino iki flexed biceps light skin tone flexed biceps light skin tone nkalau capek  mampir    itung itung  refresing ndelok sing ijo ijo herb sparkles;2
382;https://www.instagram.com/p/CVqceAdByk2/; deciduous tree water wave  camera  flash nwisata   round pushpin wisata  ;1
383;https://www.instagram.com/p/CVqHKD_v7AH/;round pushpin wisata    deciduous tree water wave camera fotonya cakep banget  smiling face  heart eyes smiling face  heart eyes semoga corona    smiling face  open hands biar  holiday  red heart duh  kangen liburan   smiling face  heart eyes  cantik smiling face  heart eyes smiling face  heart eyes bagus banget pemandangannya smiling face  heart eyes smiling face  heart eyes keren ci livia smiling face  heart eyes red heart  vibes  bikin candu view  bagus banget  aesthetic  cii  andi pintar banget sih ambil foto         lokasi   nusa tenggara      pengin kesini soon deh pengin kesini suasana  segar banget damage   main bunda  cantik;2
384;https://www.instagram.com/p/CVj5QLtvUBk/;nijenan rewel blas  kesasar;0
385;https://www.instagram.com/p/CVjhJ-MPZ4j/;sepeda   asyik  gravelin  nsekalian belajar tatak  medan offroad grinning face  sweat;2
387;https://www.instagram.com/p/CVh94I3vhP2/;mangroves  grate icon  adaptation  survival nmangroves adapted  life  harsh coastal conditions  salt tolerance complex salt filtration system complex root system  cope  saltwater wave action    low oxygen conditions  waterlogged mud;0
388;https://www.instagram.com/p/CVdcrhlDy9X/; libur lebaran kemarin  mudik  liburan staycation nwarga         menikmati liburan murah meriah       kota  menikmati pemandangan     perahu ala   amazon face  hand  mouth;0
389;https://www.instagram.com/p/CVb8lpEvlzN/;nnikmati  gowesan  ketepi laut;1
390;https://www.instagram.com/p/CVbuYvmv0hV/;ketenangan hati     prasangka    adek;0
391;https://www.instagram.com/p/CVX8Vaujmdv/;hidup     namanya karma  roda bumi   berputar nterimakasih kenangan folded hands;0
392;https://www.instagram.com/p/CVXYoZYpciW/; layaknya karya seni   orang  mengerti dirimu  orang orang  mengerti   melupakanmu nsony alpha ilce nsel mm ss nf iso npreset lightroom nlokasi    fire fire fire;0
393;https://www.instagram.com/p/CVU_MmzjlYw/; dikenal  kota pahlawan   bangunan gedung  pusat perbelanjaan       nbeginilah potret pesona     dipotret pagi   menarik  muncul bayangan pagar pembatas jogging track  kalah eksotik        nphoto karya  ndoc  warisane bu risma thumbs  thumbs  sayangnya   ruang terbuka hijau      menanggulangi pencemaran  kerusakan lingkungan  masuk peringkat  kota  terdampak bahaya lingkungan sedunia  laporan maplecroft  kualitas udaranya   level kuning  laporan iqair   langkah      berbuat   dikenal  kota pahlawan   bangunan gedung  pusat perbelanjaan  minim bangunan bersejarah  terawat   patung pahlawan nasional  berdiri gagah  pusat  pinggiran kota;0
394;https://www.instagram.com/p/CVUPYS5Dkwl/;makan siang nkawasan observasi     nolympus  ii mm nbijaklah  memotret  alam liar  merekayasa keliaran alam semesta memotret alam liar intinya  kesabaran menikmati  namanya menunggu lak  sabaran ojok memotret alam liar  hasil bagus  bonus     utama  memaksakan keliaran alam  memenuhi keliaran   nmerusak alam liar merusak  pertiwi nmerusak  pertiwi merusak kedaulatan nkri nmerusak kedaulatan nkri  berurusan  tni polri occi id masyaalloh cakep banget  thumbs  thumbs  bouquet mantap ;0
395;https://www.instagram.com/p/CVS9h9dj3jA/;  hidup  singkat  dilewati      ala;0
396;https://www.instagram.com/p/CVQBE2VFFtj/;mampir liburan kunjungi  agrowisata destinasi nnuansa wisata  keluarga smiling face  smiling eyes thumbs  ncc larasati;2
397;https://www.instagram.com/p/CVNvW8YP16J/;liburan cewek ra  mudik smiling face  heart eyes smiling face  heart eyes;2
398;https://www.instagram.com/p/CVIdJJivX86/;  nmy sport journey sudah cepatan belajar renang dilut maneh nyemplung triathlon smiling face  heart eyes thumbs ;2
399;https://www.instagram.com/p/CVIXAHMDJT9/;  dikenal  kota pahlawan    mengir  isinya  penuh  bangunan gedung  pusat perbelanjaan ntapi   adalab kota     lahan hijau  jalanan kota   rindang   kalah mengagunmkan        luas  bagus ninilah potret pesona       dipotret pagi   menarik  muncul bayangan pagar pembatas jogging track sungguh mempesona   ngimana berminat mengajak areknya   lur  camera  flash nfollow rek   hastag  berbagi    kota ;0
400;https://www.instagram.com/p/CVIKJ_oPSN6/;wisata   ;1
401;https://www.instagram.com/p/CU_6JIsvFsj/;wisata   ;1
402;https://www.instagram.com/p/CU2h-RCj8YB/;wisata   ;1
403;https://www.instagram.com/p/CUzfg5ovWiI/;anniversary indak des nhisyam red heart uswatun nsemoga allah  meridhoi  mengabulkan hajat  berdua dijadikan keluarga  sakinah mawaddah warohmah wabarokah romli amin amin yarobbal alamin sopo seng ngedit iki wuih coupelan face  tears  joy face  tears  joy face  tears  joy;2
404;https://www.instagram.com/p/CUzFpuCv3xh/;tipe premium ulundanu  langsung berdekatan  fasum taman jogging track club house  kolam renang anak buruan diskon ratusan juta rupiah gratis ppn bphtb biaya kpr biaya ajb imb shgb  pemasangan pln pdam bonus ac canopy pagar cashback diskon senilai ratusan juta rupiah check mark   place value check mark  strategic location check mark  best building material quality check mark  high return  investment nhubungi kantorpemasaran pusat njl  kencana asri ii nrungkut  nphone nwhatsapp nemail admin com syarat ketentuan berlaku   lokasi luas tanah  bangunannya brpxbrp min;2
407;https://www.instagram.com/p/CVIH2WZJUga/; kirana pagi menampakkan  langit  elok memancarkan warna lazuardi dihadiri   permata sang wanodya  berharap tujuan hidupnya terwujud  nirmala   tau arti silakan buka kbbi beaming face  smiling eyes face  hand  mouth folded hands another late post pictures nthanks   camera timer  take   pictures  first  camera  flash nwisata   nsekalian cek engagement posting pagi beaming face  smiling eyes;0
408;https://www.instagram.com/p/CVHHtUev199/; kirana pagi menampakkan  langit  elok memancarkan warna lazuardi dihadiri   permata sang wanodya  berharap tujuan hidupnya terwujud  nirmala   tau arti silakan buka kbbi beaming face  smiling eyes face  hand  mouth folded hands another late post pictures nthanks   camera timer  take   pictures  first nsekalian cek engagement posting pagi beaming face  smiling eyes   mengerti artine face  tears  joy hehhh melu po oo kwkw;0
409;https://www.instagram.com/p/CVFgQUuvIB4/;sunset;2
410;https://www.instagram.com/p/CVCm-BzDIPD/;jalan jalan sore  callie anjing kesayanganku;0
412;https://www.instagram.com/p/CVAt_xgPTvB/; time  alam nkawasan   nolympus  ii mm occi id cityscape kuerennn  lukisan alam  indah fire fire fire red heart muuasoook thumbs  medium dark skin tone thumbs  medium dark skin tone keren  siluet;1
414;https://www.instagram.com/p/CU-LzJfjHlc/;nbismillah  orang  doanya  tertolak norang  berpuasa   berbuka npemimpin  adil  doa orang  didzolimi  ahmad ntema free follback  terimakasih smiling face masyaallah tabarokhallah  sananya din;2
415;https://www.instagram.com/p/CU9_K_rB8qt/;   good enough  everybody    always   best   one  deserves  person bowing light skin tone  female sign princess light skin tone woman dancing light skin tone nsave   sapa tau  butuh  inspirasi winking face  tongue njangan lupa tap red heart comment share nfollow  update inspirasi   backhand index pointing right follow backhand index pointing right follow backhand index pointing right follow camera copyright  credits owned  respective content creator;0
416;https://www.instagram.com/p/CU91EqVvcZ5/;   good enough  everybody    always   best   one  deserves  person bowing light skin tone  female sign princess light skin tone woman dancing light skin tone  camera  flash nmangrove   camera  flash bmb yellow heart lfllflfllffllflflflflflflflflfllflflflflflflflflflflflflflflflflflflflflflflflflflflflflfllflflflflflflflflfllflfllflflflflflflfllflflflflflllfl;2
417;https://www.instagram.com/p/CU7bQ8uvEHr/;;1
418;https://www.instagram.com/p/CU4XV01Px-u/;follow ntetaplah  manusia sewajarnya   menjelma  setan  binatang  camera  flash yellow heart nrepost  follow auto back  tonton  komentar new post  back follow   tagar doang smiling face  heart eyes follow auto folback ;0
419;https://www.instagram.com/p/CU1kfOCPt9A/;  self smiling face  hearts;2
420;https://www.instagram.com/p/CUzTcfdPGdO/;tetaplah  manusia sewajarnya   menjelma  setan  binatang  camera  flash yellow heart follow  auto follback langsung fire;0
421;https://www.instagram.com/p/CUzTSh8DMwb/;tetaplah  manusia sewajarnya   menjelma  setan  binatang yellow heart follback  folded hands smiling face  smiling eyes smiling face  smiling eyes cantik  smiling face  heart eyes smiling face  smiling eyes smiling face  smiling eyes ngono posting   kakak cantik smiling face  smiling eyes  follow follow auto back  new post blue heart ;2
422;https://www.instagram.com/p/CUyjxqWJ_5y/;jauhi rokokmu dekati ibuku rokok membunuhmu ibuku merestuimu grinning face  sweat grinning face  sweat grinning face  sweat njiiaakhh;2
423;https://www.instagram.com/p/CUsVcvDprhB/;silau smiling face  sunglasses;2
424;https://www.instagram.com/p/CUe8vxnJAle/;jalan jalan    ncakeep njangan lupa pakai masker;0
425;https://www.instagram.com/p/CUeIgwjv9Sp/; great time nopen house green lake natural living ntanggal april nstage jl   nrungkut  free ac canopy casback diskon senilai ratusan juta rupiah nhubungi  kantor pemasaran pusat njl  kencana asri ii nwonorejo  nphone nwhatsapp nemail admin com surat rmhnya  shgb  shm;2
426;https://www.instagram.com/p/CUeEv7Eh-hK/;foto  diupload  jari    kau genggam wkwkw;0
427;https://www.instagram.com/p/CUd_ZVSPeK-/;csr folded hands nmidtown care nkami peduli nmenanam bakau    nuntuk anak cucu   red heart;0
428;https://www.instagram.com/p/CUcnVCbBHex/;ce soir pas deh target feeding mais uniquement pour  beaut deh  vid  beaming face  smiling eyes folded hands beautiful fire raising hands;2
429;https://www.instagram.com/p/CUbzLndh8ju/;smiling face  sunglasses  camera  flash anjani nwisata     buka   min opo iki anjani keren;2
430;https://www.instagram.com/p/CUbyOBTBYe-/;smiling face  sunglasses mohon info mangrovenya  buka   trakhir  ksana tutup  minggu  folded hands;0
431;https://www.instagram.com/p/CUbx866BnVg/;leaf fluttering  wind squinting face  tongue face  hand  mouth face  hand  mouth face  hand  mouth face  hand  mouth;0
433;https://www.instagram.com/p/CUZgyHchAF0/;terima kasih    andreas wibowo  pembelian toyota rush  semoga  andreas sekeluarga   kesehatan  rejeki  berlimpah nsales toyota niskandar nig toyota iskandar nauto jemursari toyota pelanggaran  wilayahe sampean face  tears  joy  andreas;2
435;https://www.instagram.com/p/CUYC7K3htj-/; minggu ku kemarin seru star struck star struck star struck nliburan  murah  bikin hati bungah ncio senang diajak     tau rawa burung berkicau nom tante  banget kesini  spot foto  instagramable camera  flash ayah   shirt njunior round pushpin;2
436;https://www.instagram.com/p/CUWnEFZvYNs/;ijo ijo   ilangin stres sudah buka teh;0
437;https://www.instagram.com/p/CUWfYGWBy4q/; nature  calling   explored;2
438;https://www.instagram.com/p/CUWR8h0B_4M/;warung kongde nnasi selulup nrp njl bubutan ii nsurabaya;1
439;https://www.instagram.com/p/CUWRaCKhBj4/;gotri nnasi langgi nrp njl raya nginden intan  nsurabaya;2
440;https://www.instagram.com/p/CUWRTf-B8Qb/;gotri nnasi goreng gotri nrp njl raya nginden intan  nsurabaya;0
441;https://www.instagram.com/p/CUV78FlBBjk/; dikenal  kota pahlawan   bangunan gedung  pusat perbelanjaan       nbeginilah potret pesona     dipotret pagi   menarik  muncul bayangan pagar pembatas jogging track  kalah eksotik       nversi videonya    channel youtube dishub  edisi   sedunia restorasi   dunia  nphoto  ndoc  waahh indahnya   smiling face  heart eyes   masuk   foto ;0
442;https://www.instagram.com/p/CUV5tlIBLVC/;;1
443;https://www.instagram.com/p/CURKFaHBzyY/;green four leaf clover nby camera inzekyur  raising hands awww smiling face  heart eyes;2
444;https://www.instagram.com/p/CUPravNpNxv/; dibalik diam  hati   tersakiti;0
445;https://www.instagram.com/p/CUO1qyXg34-/;sunflower opo iki sing mumpak prau  apik kasih watermark  fotonya   lokasi   heyyy sayank ;2
446;https://www.instagram.com/p/CUNDxlOhXfI/;unik tempatnya nada    nini   nama tempatnya    nmangrove   memiliki  spot foto unik  kekinian  wisata  era kekinian     menawarkan lokasi  epic  diabadikan  diupload  sosmed instagram  spot foto     menarik  lingkaran bambu menara padang dermaga bambu gazebo     njangan lupa staycationnya  biar  seru ncredit wow keren clapping hands;0
447;https://www.instagram.com/p/CUMjWYIBwZo/;serukan susah keluh kesahmu   allah  tunjukkan  kebahagian  dunia;0
448;https://www.instagram.com/p/CT80jqZPh51/;;1
450;https://www.instagram.com/p/CTz0RZYhDup/;syuting mv maafkanlah berlokasi ;1
451;https://www.instagram.com/p/CTzQIwWJ1Zq/;vacation askaba;1
452;https://www.instagram.com/p/CTqw3WJvz-H/;vacation askaba;1
453;https://www.instagram.com/p/CTqfYQWPU8l/;vacation askaba;1
454;https://www.instagram.com/p/CTcaqEIFOZV/;menyesali nasib   mengubah   berkarya  bekerjalah    berharga  endi iku  ;2
455;https://www.instagram.com/p/CS_z3btFAFY/;kekuatan teman     menguatkan;0
456;https://www.instagram.com/p/CS-5dBnJ-Mh/;;1
457;https://www.instagram.com/p/CS8hL_8pHqs/;;1
458;https://www.instagram.com/p/CS5OLkbBI5K/;titanium;1
459;https://www.instagram.com/p/CS30uKDJgqk/;ketoprak jakarta nrp njl raya tenggilis nsurabaya jawa ;1
460;https://www.instagram.com/p/CSyh2E0ljfu/;hello great friends nyuhuuu kali  greti mengajak  jalan jalan     ndisini   belajar  rekreasi loh nyuk simak keseruan greti jalan jalan winking face nfollow  subscribe social media great crystal school  course center ninstagram school gcs nfacebook greatcrystalschoolandcoursecenter nyoutube great crystal school  course center ntiktok greatcrsytalschool nanchor great crystal school;2
461;https://www.instagram.com/p/CStQp6IF0Gf/;hai beb nhasil difoto    kali  nmakasih  habis foto    omelin norang   pamrih kesiapapun bawel moodboster helpfull npartner makan siang foto couple ala ala jalan lembur gibah  sahabat   orang npaket lengkap nwalopun  bentaran  barengnya     nsemoga  putus doa   naamiin red heart red heart thumbs  light skin tone  buka mbak mbak nopay  nikah crying face  rudy  kangen almarhum semoga beliau khusnul khatimah blusukan awas digigit brekay face  tears  joy face  tears  joy beb sopo iki face  tears  joy face  tears  joy face  tears  joy kepo tegang   face  tears  joy;0
462;https://www.instagram.com/p/CStQdl9Fp1B/;kepak sayap kuntul nkawasan   nolympus  ii mm occi id gae konten edukasi ig yt akeh  menyimak pakai guru iki thumbs  revolving hearts cantiknya;0
463;https://www.instagram.com/p/CSq_vm6h78N/;mencoba merebut makanan teman nkawasan   nolympus  ii mm occi id judulnya dalem crying face apiiik kalo  mangroove     jam  ta gowes kesana judule  banget face  tears  joy    garam  lik double meaning niceee clapping hands;0
464;https://www.instagram.com/p/CSqOXFbFMD3/;sobat info kangen   dolen nak utowo foto prewedding nak kene nvideo  photowork proses syuting  pandemi covid;0
466;https://www.instagram.com/p/CSnu8C5F5v1/;bahagia  sederhana sesederhana  tersenyum  bersyukur       nso salam sehat    baca caption  raised hand smiling face  heart eyes ntks god  today folded hands smiling face  open hands heart suit smiling face  open hands;2
467;https://www.instagram.com/p/CSnsPl_l36U/;mangkokku nendog kulit crispy nrp njl wisma permai barat  nsurabaya;0
469;https://www.instagram.com/p/CSnlCwqFKlP/;photoshoot  brosur kampus face  tears  joy sipit isok loh face  tears  joy;2
470;https://www.instagram.com/p/CSmfQc9BJye/;percakapan fiktif pagi  lelah bang  dik  sedih  sedih  sepeda ku diambil orang diambil    maling ampun sabar bang  kalo   rejeki  gimane  ikhlasin  bang  diambil      minjem;0
471;https://www.instagram.com/p/CSmHQzRlSgU/;;1
473;https://www.instagram.com/p/CSi_zWspAGR/;goal;1
475;https://www.instagram.com/p/CSdhwUgJIby/; nelayan desa langge  jalur  menembus    tambatan perahu ntahun  dikembangkan  obyek wisata camera yusuf round pushpin tracking   love langge globe  meridians baca info seputar wisata tracking   love langge selengkapnya     update informasi  wisata gorontalo check mark follow tag   hastag check mark tambahkan caption keterangan lokasi foto unlocked akun   private outbox tray foto terbaik   repost;0
476;https://www.instagram.com/p/CSW7vzIp-qg/; jalan   berliku hati   face  hand  mouth;0
478;https://www.instagram.com/p/CSV0k95FNA-/;nai maianan    adem  ikan;1
479;https://www.instagram.com/p/CSQrtuepJzZ/;orang   bahagia  orang  orang   berpuas      minim adolf hitler nthanks  partner  crime restttiiiaaa sepeda andalan cervelo tasnya mencolok  dipinjam beaming face  smiling eyes  pipis masuk  face  tears  joy ngelamunin  kakak;0
480;https://www.instagram.com/p/CSQmflOlpJG/;liburan  teman teman   lupa taati protokol kesehatan    menjaga    pengin nglencer hehehe beaming face  smiling eyes;2
482;https://www.instagram.com/p/CSG4MUZhNBM/;   deciduous tree deciduous tree gokss anyingg gookksss fire;1
483;https://www.instagram.com/p/CSElvCNpPno/; wajahmu  terukir didalam hatiku abadi     terganti  kaulah cinta  hidupku hiyahiyahiya minus minus minus minus minus minus minus minus minus minus minus minus round pushpin  konoloh red heart red heart yellow heart yellow heart lfllflfllffllflflflflflflflflfllflflflflflflflflflflflflflflflflflflflflflflflflflflflflfllflflflflflflflflfllflfllflflflflflflfllflflflflflllfl maaf  butuh info     buka   tutup;0
484;https://www.instagram.com/p/CSB4BR5F8II/;sih sih everything pushpin     camera  flash woman  headscarf;1
485;https://www.instagram.com/p/CR2_tMnFjDX/;seandainya pushpin    camera  flash woman  headscarf;0
486;https://www.instagram.com/p/CRyzfV3HlUD/; cetar mempesona luuur smiling face  heart eyes beautiful dress red heart saemas terbaik sitimewah winking face  tongue hand;2
487;https://www.instagram.com/p/CRyIbUCJbsV/;podo podo wayang ora  dadi dalang  camera  flash;0
488;https://www.instagram.com/p/CRnZMccAdKK/;eh   pekan kali  admin  rekomendasikan  rekreasi      nmeski  memasuki new normal   diwajibkan  melaksanakan protokol kesehatan guys   rutin cuci tangan  sabun  bawa hand sanitizer  wajib pakai masker  kalo  bawa peralatan pribadi  tumbler sendok gelas  mencegah  terpapar  virus njadi  wisata favoritmu   nshare  kolom komentar kbs   masuk min beaming face  smiling eyes saiki  apik loh min smiling face  hearts house  sampoerna  buka belumm thumbs  keren smiling face  smiling eyes   hand list  holiday selepas pandemi berakhirrr smiling face  heart eyes grinning face  big eyes semoga  rejeki  kesini smiling face  heart eyes smiling face  heart eyes smiling face  heart eyes folded hands folded hands folded hands thumbs  thumbs  purple heart;2
489;https://www.instagram.com/p/CRndPEolUOg/;nhubungan  ujian  lulus  gagal    persaingan  menang  kalah ntapi hubungan    peduli melengkapi  menghargai    nice feed thumbs  thumbs  thumbs  thumbs  thumbs  clapping hands;2
490;https://www.instagram.com/p/CRiajPbLrl1/;      dikenang    ulang  camera  flash sako nwisata   nsalam lestari  globe showing asia australia  bakau ;1
491;https://www.instagram.com/p/CRiB8gzFgvn/;cucuk  jesss     jaman disaat  tentram huuhuhui;0
492;https://www.instagram.com/p/CRhv2Pvlh-5/;person walking  camera  flash nmangrove  round pushpin  ;2
493;https://www.instagram.com/p/CRhubITFwX4/; super keren san sellu mempesona kakak smiling face  heart eyes smiling face  heart eyes smiling face  heart eyes smiling face  heart eyes clapping hands clapping hands clapping hands thumbs  thumbs  thumbs  thumbs  sek plastikan thumbs  sek anget thumbs  thumbs  thumbs  anyarr;2
494;https://www.instagram.com/p/CRd2C5QliGS/;prewedding kasih jack npict  nmua ;0
495;https://www.instagram.com/p/CRdi05jltxi/;prewedding kasih jack npict  nmua;0
496;https://www.instagram.com/p/CRVmjF9FN0A/;prewedding kasih jack npict ;0
497;https://www.instagram.com/p/CRVldXZFHCy/;;1
498;https://www.instagram.com/p/CRVbNirFEHz/;semoga   pribadi  berguna  bermanfaat   orang;2
500;https://www.instagram.com/p/CRRZrodlidU/;senyuman  membuktikan  bahagia  senyuman     kebahagiaan smiling face  halo otw  fire smiling face  sunglasses;2
502;https://www.instagram.com/p/CRRVEmUFMEj/;background   pemanis grinning face  sweat grinning face  sweat yellow heart lfllflfllffllflflflflflflflflfllflflflflflflflflflflflflflflflflflflflflflflflflflflflflfllflflflflflflflflfllflfllflflflflflflfllflflflflflllfl  red heart    follow;2
505;https://www.instagram.com/p/CRNnUIKsqii/;mengintip  pacaran;0
506;https://www.instagram.com/p/CRJFh-HLScH/;nmalam apakabar semoga  sehat sehat  smiling face  open hands nmengisi  liburan   ayo kenalan     raya   winking face nbtw   tau        coba sebutkan backhand index pointing  light skin tone noh     raya    ditutup  liburan natal    smiling face  smiling eyes folded hands light skin tone njadi sabar   raya      sawah;2
508;https://www.instagram.com/p/CRIQoJOleCP/; jalur mblusuk  iki minggu ati  anaconda beaming face  smiling eyes;0
509;https://www.instagram.com/p/CRDwhiiBYeR/;betapa mantra cinta sedahsyat  kening   berjerawat   memikirkanmu grinning face  smiling eyes camera fardani round pushpin      jawa ;2
510;https://www.instagram.com/p/CRDMSgcLUJv/;nambahi postingan nternyata sudah gede arek wih wih gas sudah fesban keluarga grinning face  smiling eyes   lekk   ekstra banjari  hehehee   personil iku cak smiling face  sunglasses lek ws adus koe lek face  tears  joy pas pas;2
511;https://www.instagram.com/p/CQhpjygNR5A/;never forget     rest  world   wear  like  armor    never  used  hurt  tyrion lanister camera nthank  hirasidi deciduous tree deciduous tree palm tree herb seedling leaf fluttering  wind red heart;0
512;https://www.instagram.com/p/CQhTf_MBGsv/; jaga kelestarian  ;0
513;https://www.instagram.com/p/CQfuchmhDz0/;dekatlah  alam   tersadar  mengajarkan   kesederhanaan kejujuran  tanggung  nfotone pranata;0
514;https://www.instagram.com/p/CQcPoKahA2f/;camera fardani round pushpin      jawa ;1
516;https://www.instagram.com/p/CQbCSMOhjII/;menyusuri  amazon  wonoayu;2
517;https://www.instagram.com/p/CQYXlr8rk7T/;leaf fluttering  wind  iki sopo fan  sae ngeri asli  dukur banget  wkw keep smile heart exclamation;2
518;https://www.instagram.com/p/CQYW5UVLLpl/;fallen leaf ;1
519;https://www.instagram.com/p/CQXuj-WDI5E/;silakan  edit evergreen tree;2
520;https://www.instagram.com/p/CQV3SU2BOT_/;;1
521;https://www.instagram.com/p/CQU0-CvBz5l/;   calling angkat   angkat  nhari minggu  rehat   rutinitas kesibukan berlibur      pilihan  liburan   nyuk berangkat  admin tunggu  jam seedling sparkles;2
522;https://www.instagram.com/p/CQQRb-kgvMi/;jumat juni ntim rescue posko  relawan  patroli  segair sepeda siaga air   lokasi wisata bahari sontoh laut asem rowo ;0
525;https://www.instagram.com/p/CQDiUnihqo8/; orang  pandai  berilmu     menghargai  menjaga lisan  tulisannya  rasulullah  mengajarkan        diam    berlaku  lisan     jari jemari   mengetik     sadar  sadar ketikan   orang  tersinggung  sakit hati ndan gue  coba      namjoon rm bts    respect  even open  mouth njadi please         jaga lisan  jari   berpikir ulang    membercandai  nplease respect   folded hands dm heart exclamation   travling;0
526;https://www.instagram.com/p/CQAmdcWn41M/; memilih senyum  menemani prosesku   sedih  ceria nsaat       noke sip smiling face  sunglasses camera smiling face  sunglasses;2
527;https://www.instagram.com/p/CP_glyXlsNz/;alam  sunguh indah gae cemilan;0
